trial_id,condition,write_success,write_ms,ack_success,ack_wait_ms,total_success,total_ms,failure_reason
JS_0148,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0149,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0150,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0151,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0152,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0153,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0154,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0155,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0156,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0157,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0158,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0159,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0160,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0161,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0162,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0163,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0164,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0165,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0166,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0167,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0168,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0169,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0170,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0171,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0172,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0173,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0174,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0175,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0176,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0177,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0178,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0179,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0180,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0181,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0182,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0183,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0184,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0185,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0186,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0187,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0188,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0189,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0190,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0191,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0192,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0193,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0194,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0195,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0196,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0197,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0198,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0199,8m_wall,False,,False,,False,,connection_lost_earlier
JS_0200,8m_wall,False,,False,,False,,connection_lost_earlier
