trial_id,scan_ms,connect_ms,request_write_ms,server_process_ms,decrypt_ms,state_init_ms,kex_total_ms,t_request_sent_ns,t_key_available_ns,t_key_decrypted_ns,t_state_initialized_ns,success,failure_stage,failure_reason
I_0434,399.684,2611.141,353.223,90.249,0.192,0.016,443.688,37201405511350,37201495760015,37201495958655,37201495976177,True,,
I_0435,1500.136,5921.557,308.058,89.096,0.203,0.016,397.38,37212746547485,37212835643105,37212835851827,37212835869591,True,,
I_0436,2593.425,2577.01,309.08,89.848,0.198,0.016,399.152,37221520610239,37221610458088,37221610662914,37221610681603,True,,
I_0437,885.769,3343.131,351.064,89.966,0.269,0.035,441.346,37229620618666,37229710584676,37229710860925,37229710900589,True,,
I_0438,938.621,2610.92,310.715,89.142,0.284,0.043,400.195,37236911354697,37237000496967,37237000788271,37237000834925,True,,
I_0439,558.085,2094.586,396.702,90.089,0.271,0.035,487.107,37243075568683,37243165657766,37243165935745,37243165974470,True,,
I_0440,557.286,2858.463,308.407,91.227,0.216,0.015,399.872,37249735416851,37249826643498,37249826865639,37249826881854,True,,
I_0441,1122.261,3374.274,353.591,91.079,0.276,0.035,444.992,37257880542451,37257971621028,37257971904098,37257971943523,True,,
I_0442,1917.163,2625.999,397.191,135.127,0.189,0.017,532.531,37265980547182,37266115673778,37266115868537,37266115887998,True,,
I_0443,1280.034,2630.825,398.28,90.248,0.392,0.047,488.981,37273315490030,37273405738230,37273406137747,37273406191650,True,,
I_0444,1339.671,4642.576,396.865,89.999,0.262,0.033,487.17,37283395545260,37283485543815,37283485813454,37283485850637,True,,
I_0445,132.679,2607.696,488.298,91.471,0.226,0.016,580.019,37290235374744,37290326845993,37290327078219,37290327096468,True,,
I_0446,1180.29,2641.699,397.515,90.136,0.206,0.015,487.883,37298245784785,37298335921092,37298336135347,37298336152474,True,,
I_0447,581.937,3327.476,399.345,91.082,0.21,0.017,490.663,37306345644431,37306436726883,37306436943660,37306436962862,True,,
I_0448,553.975,2637.263,397.9,90.852,0.298,0.037,489.1,37313635734913,37313726587070,37313726893553,37313726935145,True,,
I_0449,363.504,3908.323,847.318,90.154,0.276,0.077,937.867,37322140561833,37322230716070,37322230999816,37322231110753,True,,
I_0450,418.037,3898.49,397.647,89.879,0.269,0.034,487.841,37329745588295,37329835467144,37329835744040,37329835782354,True,,
I_0451,476.257,5912.297,306.989,91.195,0.205,0.015,398.413,37339735746370,37339826941648,37339827153107,37339827170695,True,,
I_0452,1843.496,3372.922,307.937,91.129,0.279,0.039,399.394,37348555638147,37348646766775,37348647052075,37348647095603,True,,
I_0453,990.569,4540.96,353.059,91.101,0.263,0.015,444.449,37357915870728,37358006971653,37358007242378,37358007260392,True,,
I_0454,594.879,2056.603,398.188,90.768,0.184,0.015,489.163,37364080888299,37364171655923,37364171846522,37364171863451,True,,
I_0455,571.221,4150.417,352.672,91.049,0.269,0.033,444.033,37372090586994,37372181635748,37372181911898,37372181948418,True,,
I_0456,596.614,4124.075,353.535,90.969,0.2,0.016,444.728,37380100749643,37380191718539,37380191924800,37380191943245,True,,
I_0457,2161.047,2607.03,351.481,91.332,0.311,0.066,443.203,37388155392195,37388246723727,37388247041268,37388247114103,True,,
I_0458,550.253,2282.027,306.942,90.884,0.199,0.017,398.049,37394185708057,37394276591773,37394276797044,37394276815911,True,,
I_0459,1337.352,3338.462,307.67,91.273,0.193,0.016,399.163,37403005346309,37403096619141,37403096819853,37403096839277,True,,
I_0460,51.676,3905.849,306.79,91.304,0.207,0.017,398.328,37410295565448,37410386869154,37410387083778,37410387103407,True,,
I_0461,1399.659,2691.184,307.776,92.313,0.283,0.034,400.417,37418440476435,37418532789822,37418533079644,37418533117297,True,,
I_0462,2228.448,4653.075,307.609,91.253,0.278,0.038,399.189,37429195376844,37429286629425,37429286914835,37429286957558,True,,
I_0463,569.543,4602.371,352.569,91.016,0.208,0.017,443.825,37438555809929,37438646825633,37438647041125,37438647065453,True,,
I_0464,341.826,4649.45,352.728,91.211,0.277,0.035,444.262,37447375437568,37447466648889,37447466932871,37447466971494,True,,
I_0465,701.35,2624.831,308.981,91.093,0.199,0.015,400.297,37454665458154,37454756551209,37454756756623,37454756773909,True,,
I_0466,545.986,2557.001,307.411,91.061,0.19,0.027,398.697,37461415730592,37461506791263,37461506987746,37461507016471,True,,
I_0467,3555.553,3911.144,353.355,90.736,0.187,0.015,444.3,37472845853047,37472936588970,37472936781748,37472936798636,True,,
I_0468,557.187,1959.156,352.97,91.184,0.196,0.016,444.373,37478875565376,37478966749076,37478966950444,37478966968378,True,,
I_0469,660.358,5906.44,307.483,90.88,0.195,0.015,398.584,37488910782904,37489001663192,37489001866163,37489001884212,True,,
I_0470,757.683,2613.347,308.397,90.106,0.308,0.015,398.838,37495706285972,37495796391673,37495796707232,37495796727136,True,,
I_0471,1073.579,2656.861,308.549,89.621,0.276,0.034,398.49,37503085660254,37503175281107,37503175563833,37503175601573,True,,
I_0472,896.35,2608.77,354.439,91.055,0.395,0.033,445.935,37509880784232,37509971839049,37509972241201,37509972280527,True,,
I_0473,1178.559,6647.44,308.02,91.457,0.336,0.085,399.915,37521175349210,37521266806307,37521267149509,37521267244167,True,,
I_0474,1329.894,2580.835,352.884,90.878,0.273,0.033,444.079,37529275745094,37529366623406,37529366902991,37529366939466,True,,
I_0475,62.277,4657.447,353.515,91.021,0.273,0.036,444.856,37538095614738,37538186635310,37538186915063,37538186955567,True,,
I_0476,125.64,2613.978,353.675,91.035,0.196,0.016,444.932,37544125650113,37544216685352,37544216887817,37544216906634,True,,
I_0477,184.532,2646.039,353.929,91.12,0.212,0.017,445.291,37550200741324,37550291861318,37550292081576,37550292102795,True,,
I_0478,558.824,2540.897,308.371,91.077,0.263,0.036,399.758,37557445326794,37557536404041,37557536674613,37557536714075,True,,
I_0479,304.801,2614.051,354.318,91.16,0.225,0.023,445.735,37564285617398,37564376777814,37564377008320,37564377033873,True,,
I_0480,613.962,2668.037,307.366,91.043,0.426,0.081,398.932,37571620718536,37571711761942,37571712195524,37571712284248,True,,
I_0481,425.956,2632.201,396.665,90.264,0.287,0.038,487.267,37578461302244,37578551566232,37578551861965,37578551904839,True,,
I_0482,747.462,2624.78,306.84,90.684,0.238,0.016,397.787,37585705896890,37585796581289,37585796824678,37585796843572,True,,
I_0483,562.012,2585.39,353.224,89.887,0.275,0.034,443.43,37592546914856,37592636801498,37592637083181,37592637120386,True,,
I_0484,864.277,4667.004,307.96,89.682,0.265,0.034,397.952,37601861855469,37601951537241,37601951809500,37601951847180,True,,
I_0485,558.414,2767.165,353.758,91.474,0.198,0.015,445.453,37608700542037,37608792015996,37608792220201,37608792237692,True,,
I_0486,960.77,3355.36,309.273,88.465,0.204,0.016,397.966,37616666825570,37616755290752,37616755501242,37616755519143,True,,
I_0487,1057.966,3484.917,353.081,90.203,0.275,0.016,443.584,37624901767346,37624991970182,37624992251648,37624992270406,True,,
I_0488,1852.072,4038.644,398.993,135.225,0.213,0.016,534.456,37634306657415,37634441882050,37634442102163,37634442120047,True,,
I_0489,1939.978,2602.298,488.204,89.811,0.263,0.033,578.322,37643036853032,37643126663729,37643126934184,37643126971037,True,,
I_0490,1251.685,2657.769,399.691,90.161,0.203,0.02,490.083,37650326480446,37650416641219,37650416850674,37650416872217,True,,
I_0491,20.792,2630.45,443.364,89.673,0.192,0.016,533.254,37657121910875,37657211584096,37657211782170,37657211800663,True,,
I_0492,87.151,4634.171,398.853,89.908,0.22,0.015,489.005,37665131922275,37665221829879,37665222055376,37665222073865,True,,
I_0493,2197.516,4595.605,441.212,89.957,0.195,0.016,531.389,37675256621026,37675346578298,37675346779650,37675346798046,True,,
I_0494,1240.422,4605.462,443.942,89.041,0.282,0.036,533.312,37685337604699,37685426645306,37685426934058,37685426974651,True,,
I_0495,606.174,2585.789,488.658,89.421,0.219,0.018,578.326,37692717430594,37692806851756,37692807077747,37692807098297,True,,
I_0496,3676.536,2620.537,533.011,89.906,0.193,0.017,623.136,37702841457589,37702931363294,37702931562499,37702931582439,True,,
I_0497,435.292,2666.715,352.503,90.018,0.274,0.034,442.84,37709501647967,37709591666152,37709591946614,37709591985378,True,,
I_0498,814.175,2603.145,307.259,90.065,0.264,0.019,397.616,37716746707916,37716836772525,37716837042448,37716837064817,True,,
I_0499,543.729,3955.013,305.915,89.934,0.278,0.042,396.18,37724846529381,37724936463277,37724936747922,37724936794285,True,,
I_0500,1923.184,3382.824,308.609,90.096,0.212,0.017,398.943,37733621645393,37733711741446,37733711959223,37733711979490,True,,
