trial_id,condition,scan_success,scan_ms,connect_success,connect_ms,write_success,write_ms,ack_success,ack_wait_ms,total_success,total_ms,failure_stage,failure_reason
J_0089,7m_wall,True,210.677,True,2617.217,True,301.454,True,91.196,True,3224.906,,
J_0090,7m_wall,True,534.928,True,3461.849,True,258.006,True,89.91,True,4349.616,,
J_0091,7m_wall,True,593.068,True,2639.881,True,257.399,True,90.228,True,3584.635,,
J_0092,7m_wall,True,357.397,True,2606.827,True,301.336,True,90.169,True,3359.528,,
J_0093,7m_wall,True,712.358,True,3419.878,True,258.312,True,90.453,True,4484.612,,
J_0094,7m_wall,True,1459.645,True,2671.255,True,258.342,True,90.003,True,4484.002,,
J_0095,7m_wall,True,823.079,True,3354.905,True,301.166,True,90.36,True,4574.083,,
J_0096,7m_wall,True,921.116,True,2669.826,True,258.497,True,90.134,True,3944.366,,
J_0097,7m_wall,True,979.418,True,5401.376,True,304.194,True,91.247,True,6780.526,,
J_0098,7m_wall,True,52.408,True,5384.314,True,302.638,True,89.94,True,5833.729,,
J_0099,7m_wall,True,142.886,True,3359.903,True,301.238,True,90.144,True,3898.784,,
J_0100,7m_wall,True,199.592,True,2628.085,True,259.519,True,89.399,True,3180.475,,
J_0101,7m_wall,True,3996.755,True,2610.631,True,348.038,True,90.511,True,7049.609,,
J_0102,7m_wall,True,3106.486,True,8674.295,True,303.535,True,90.04,True,12178.953,,
J_0103,7m_wall,True,499.352,True,2688.508,True,302.635,True,89.97,True,3584.384,,
J_0104,7m_wall,True,61.96,True,2808.959,True,305.1,True,89.953,True,3269.63,,
J_0105,7m_wall,True,608.227,True,3386.669,True,305.213,True,90.101,True,4394.261,,
J_0106,7m_wall,True,677.543,True,7370.28,True,347.598,True,90.244,True,8489.573,,
J_0107,7m_wall,True,756.907,True,2610.048,True,347.726,True,90.099,True,3809.045,,
J_0108,7m_wall,True,2860.427,True,8650.567,True,303.652,True,90.142,True,11908.646,,
J_0109,7m_wall,True,3722.98,True,12018.47,True,301.383,True,90.142,True,16138.937,,
J_0110,7m_wall,True,1093.94,True,2632.483,True,259.029,True,90.025,True,4079.582,,
J_0111,7m_wall,True,1191.856,True,6672.996,True,305.014,True,90.038,True,8264.27,,
J_0112,7m_wall,True,3290.504,True,5385.482,True,259.005,True,90.033,True,9029.284,,
J_0113,7m_wall,True,366.613,True,2638.989,True,259.409,True,90.008,True,3358.991,,
J_0114,7m_wall,True,60.589,True,2676.314,True,303.078,True,89.905,True,3134.118,,
J_0115,7m_wall,True,505.115,True,2592.657,True,259.528,True,89.852,True,3450.588,,
J_0116,7m_wall,True,238.855,True,3937.8,True,258.757,True,90.143,True,4529.834,,
J_0117,7m_wall,True,344.279,True,3967.309,True,258.32,True,89.939,True,4664.306,,
J_0118,7m_wall,True,53.554,True,4392.585,True,258.617,True,89.779,True,4798.507,,
J_0119,7m_wall,True,1501.766,True,4654.227,True,305.159,True,89.293,True,6553.873,,
J_0120,7m_wall,True,834.741,True,8696.443,True,348.923,True,90.307,True,9974.747,,
J_0121,7m_wall,True,6957.666,True,4643.068,True,303.081,True,89.951,True,11998.358,,
J_0122,7m_wall,True,1063.46,True,2616.521,True,260.304,True,90.111,True,4034.313,,
J_0123,7m_wall,True,1111.902,True,5359.521,True,303.967,True,90.103,True,6869.658,,
J_0124,7m_wall,True,206.105,True,8694.849,True,257.895,True,91.294,True,9254.762,,
J_0125,7m_wall,True,43.56,True,2647.919,True,258.243,True,90.383,True,3044.137,,
J_0126,7m_wall,True,348.484,True,4636.962,True,259.961,True,89.97,True,5339.521,,
J_0127,7m_wall,True,140.642,True,7950.775,True,302.077,True,90.078,True,8488.727,,
J_0128,7m_wall,True,276.378,True,2729.266,True,258.036,True,89.981,True,3358.69,,
J_0129,7m_wall,True,593.335,True,2592.148,True,257.791,True,90.325,True,3538.754,,
J_0130,7m_wall,True,53.543,True,2952.329,True,259.548,True,88.992,True,3358.412,,
J_0131,7m_wall,True,695.112,True,6723.608,True,254.119,True,91.225,True,7768.163,,
J_0132,7m_wall,True,776.745,True,2634.894,True,256.961,True,88.662,True,3762.042,,
J_0133,7m_wall,True,922.221,True,3297.342,True,304.644,True,89.963,True,4618.27,,
J_0134,7m_wall,True,950.37,True,2641.348,True,258.255,True,88.61,True,3943.489,,
J_0135,7m_wall,True,1005.006,True,6637.408,True,301.873,True,89.841,True,8039.022,,
J_0136,7m_wall,True,1089.671,True,5337.129,True,347.143,True,90.376,True,6869.265,,
J_0137,7m_wall,True,896.94,True,2649.895,True,302.849,True,89.966,True,3943.925,,
J_0138,7m_wall,True,951.413,True,4710.421,True,258.088,True,89.985,True,6014.719,,
J_0139,7m_wall,True,308.037,True,2697.682,True,303.537,True,136.673,True,3450.235,,
J_0140,7m_wall,True,3326.922,True,2694.344,True,257.218,True,90.242,True,6373.473,,
J_0141,7m_wall,True,2183.321,True,3927.04,True,304.166,True,89.84,True,6508.53,,
J_0142,7m_wall,True,250.843,True,2619.876,True,258.684,True,90.153,True,3223.761,,
J_0143,7m_wall,True,1293.963,True,3916.279,True,258.406,True,90.181,True,5563.202,,
J_0144,7m_wall,True,55.466,True,2951.424,True,301.811,True,90.054,True,3402.962,,
J_0145,7m_wall,True,715.157,True,12729.685,True,303.39,True,90.078,True,13843.253,,
J_0146,7m_wall,True,930.883,True,2571.493,True,302.194,True,90.211,True,3898.85,,
J_0147,7m_wall,True,921.607,True,2623.784,True,304.036,True,90.011,True,3942.896,,
J_0148,7m_wall,True,1698.846,True,3916.014,True,305.489,True,90.073,True,6013.836,,
J_0149,7m_wall,True,1795.598,True,2651.42,True,301.943,True,90.179,True,4843.826,,
J_0150,7m_wall,True,2161.12,True,2599.271,True,348.285,True,134.929,True,5248.26,,
J_0151,7m_wall,True,1937.981,True,8673.014,True,303.333,True,90.089,True,11008.426,,
J_0152,7m_wall,True,338.915,True,4647.0,True,257.591,True,135.072,True,5383.47,,
J_0153,7m_wall,True,3431.059,True,5424.753,True,303.12,True,90.069,True,9253.359,,
J_0154,7m_wall,True,1234.076,True,2625.776,True,347.353,True,90.084,True,4303.098,,
J_0155,7m_wall,True,550.508,True,2634.688,True,304.187,True,90.131,True,3583.375,,
J_0156,7m_wall,True,312.214,True,2692.862,True,348.85,True,90.127,True,3448.008,,
J_0157,7m_wall,True,671.124,True,6655.317,True,302.979,True,89.947,True,7724.075,,
J_0158,7m_wall,True,455.22,True,3946.849,True,301.269,True,90.122,True,4798.582,,
J_0159,7m_wall,True,803.071,True,5440.872,True,349.84,True,181.245,True,6779.535,,
J_0160,7m_wall,True,107.675,True,6454.567,True,257.79,True,90.946,True,6915.483,,
